contig	module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00017	28.57	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00651,K00548	K01739,K00133,K01760,K00928,K00003
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00167	28.57	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules; Energy metabolism; Carbon fixation	K01624	K01100,K01807,K00615,K03841
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00008	25.0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01625	K00036,K01057,K01690
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00077	25.0	Chondroitin sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01195	K01197,K01132,K01135
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00344	25.0	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism	K01624	K00863,K03841,K17100
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00632	25.0	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00965	K01785,K00849,K01784
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00854	25.0	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00975	K00703,K00700
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00001	22.22	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01803,K01624	K00927,K01810,K00844,K00850,K01689,K00873,K00134,K01834
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00003	21.43	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01803,K01624	K00927,K01596,K00134,K01689,K01834,K03841
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00002	20.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01803	K00927,K00134,K01689,K01834,K00873
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00029	20.0	Urea cycle	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00611	K01948,K01940,K01755,K01476
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00076	20.0	Dermatan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01195	K01136,K01197,K01217,K01135
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00115	20.0	NAD biosynthesis, aspartate => NAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01950	K00969,K03517,K00278,K00767
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00550	20.0	Ascorbate degradation, ascorbate => D-xylulose-5P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K03476	K03078,K02822,K03077,K02821,K03079,K03475
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00165	18.18	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K01624	K00927,K05298,K00855,K01807,K01601,K00615,K01100,K03841
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00526	16.67	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K03340	K00133,K01714,K01586,K00928,K00215
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00565	16.67	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00975	K06044,K01214,K00703,K01236,K00700
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00129	14.29	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01195	K00002,K01053,K00699,K00963,K00012,K00103
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00377	14.29	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules; Energy metabolism; Carbon fixation	K00297	K00198,K00194,K01491,K01938,K15023,K05299,K14138,K00197
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00034	12.5	Methionine salvage pathway	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K08963	K00797,K00899,K00815,K16054,K01611,K00789,K08967,K01243
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00078	12.5	Heparan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01195	K01136,K01137,K10532,K01205,K01217,K01565,K07964
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00114	11.11	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01809	K00225,K01810,K14190,K17497,K00966,K10046,K10047,K17744
ERZ8153470.5-NODE-5-length-232362-cov-25.524930	M00014	7.14	Glucuronate pathway (uronate pathway)	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01195	K13247,K00699,K03331,K05351,K00012,K00002,K00854
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00086	100.0	beta-Oxidation, acyl-CoA synthesis	Pathway modules; Lipid metabolism; Fatty acid metabolism	K01897	
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00133	50.0	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules; Amino acid metabolism; Polyamine biosynthesis	K01585	K01480
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00079	25.0	Keratan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K12373	K12309,K01137,K01132
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00632	25.0	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01785	K00965,K00849,K01784
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00002	20.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K15633	K00927,K00134,K01803,K01689,K00873
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00124	16.67	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03473	K00275,K03472,K03474,K00097,K00831
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00003	14.29	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K15633	K00927,K01623,K01596,K00134,K01803,K01689,K03841
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00022	12.5	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K00891	K01626,K00014,K00800,K01735,K01736,K03785
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00028	12.5	Ornithine biosynthesis, glutamate => ornithine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00930	K00145,K00818,K01438,K00618
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K11175	K00602,K01923,K00764,K01756,K01952,K01933,K01945
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00053	12.5	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01520	K00940,K01494,K00560,K00524,K00943,K00527
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00078	12.5	Heparan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01205	K01136,K01137,K10532,K01217,K01195,K01565,K07964
ERZ8153470.6-NODE-6-length-221527-cov-19.629782	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K15633	K00927,K01810,K00844,K01803,K00850,K01689,K00873,K01623,K00134
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00002	50.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00927,K01689,K01834	K01803,K00873,K00134
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00003	50.0	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00927,K01689,K01834,K01624	K01803,K03841,K01596,K00134
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00373	50.0	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01966,K05606	K01965,K01847
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00530	50.0	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules; Energy metabolism; Nitrogen metabolism	K15876,K03385	K00374,K00370,K00371
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00741	50.0	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01966,K05606	K01965,K01847
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00001	38.89	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00927,K01689,K01834,K01624	K01810,K00134,K00844,K01803,K00850,K00873
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00140	33.33	C1-unit interconversion, prokaryotes	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01491	K00600,K01938
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00345	33.33	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism	K01624	K08093,K08094,K00850
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00167	28.57	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules; Energy metabolism; Carbon fixation	K01624	K01100,K01807,K00615,K03841
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00165	27.27	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00927,K01624	K05298,K00855,K01807,K01601,K00615,K01100,K03841
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00007	25.0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00616	K01783,K01807,K00615
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00063	25.0	CMP-KDO biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K03270	K00979,K06041,K01627
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00079	25.0	Keratan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K12373	K12309,K01137,K01132
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00166	25.0	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Pathway modules; Energy metabolism; Carbon fixation	K00927	K05298,K00855,K01601
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00344	25.0	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism	K01624	K00863,K03841,K17100
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00552	20.0	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00927	K01631,K01684,K00883,K00134
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00855	16.67	Glycogen degradation, glycogen => glucose-6P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01200	K00688,K15779,K00705
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00004	14.29	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00616	K01807,K01810,K00033,K01783,K00615,K13937
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00377	14.29	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules; Energy metabolism; Carbon fixation	K01491	K00198,K00194,K00297,K01938,K15023,K05299,K14138,K00197
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01952	K00764,K00602,K01923,K00601,K01756,K01933,K01945
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00308	12.5	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00927	K01625,K05308,K00874,K00134
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00346	11.11	Formaldehyde assimilation, serine pathway	Pathway modules; Energy metabolism; Methane metabolism	K01689	K00830,K00600,K00024,K01595,K08691,K08692,K14067,K00018,K11529
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00376	11.11	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K05606	K14468,K01962,K14471,K01961,K14472,K00241,K01679,K02160,K14469,K01847,K00240,K15052,K00239,K01963
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00375	7.14	Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation	K05606	K01848,K15038,K00626,K15019,K15039,K15020,K15037,K15017,K01849,K15016,K15036,K15018,K01964,K14466,K14465,K14534
ERZ8153470.7-NODE-7-length-197072-cov-16.262490	M00848	3.12	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other secondary metabolites	K02078	K14246,K22798,K21271,K21272,K14245,K22801,K22800,K22802,K09460,K22799
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00005	100.0	PRPP biosynthesis, ribose 5P => PRPP	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00948	
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00157	100.0	F-type ATPase, prokaryotes and chloroplasts	Pathway modules; Energy metabolism; ATP synthesis	K02108,K02114,K02112,K02111,K02115,K02113,K02110,K02109	
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00616	37.5	Sulfate-sulfur assimilation	Signature modules; Module set; Metabolic capacity	K02046,K02047,K02045	M00176,K02048
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00081	33.33	Pectin degradation	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01051	K01213,K01184
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00119	33.33	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00826	K00606,K00077
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00549	33.33	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00845	K01835,K00963
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00596	33.33	Dissimilatory sulfate reduction, sulfate => H2S	Pathway modules; Energy metabolism; Sulfur metabolism	K00394,K00395	K11181,K00958,K11180
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00627	33.33	beta-Lactam resistance, Bla system	Signature modules; Gene set; Drug resistance	K02171	K18766,K02172
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00167	28.57	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules; Energy metabolism; Carbon fixation	K00615	K01623,K01807,K01100,K03841
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00007	25.0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00615	K01783,K01807,K00616
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00019	25.0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00826	K01687,K01653,K00053,K01652
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00854	25.0	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00975	K00703,K00700
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00176	22.22	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules; Energy metabolism; Sulfur metabolism	K00957,K00956	K00392,K00860,K00390
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00569	20.0	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K01666	K18366,K01821,K10217,K00446,K01617,K18364
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00570	20.0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00826	K01687,K01652,K01653,K00053,K17989
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00165	18.18	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00615	K00927,K05298,K00855,K01807,K01623,K01601,K01100,K03841
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00036	16.67	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00826	K00382,K00253,K01640,K00167,K05607,K00166,K09699,K01968,K01969
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00127	16.67	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00788	K00946,K03147,K00941
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00545	16.67	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K01666	K00529,K05711,K05709,K05713,K05710,K02554,K04073,K05714,K05708
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00565	16.67	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00975	K06044,K01214,K00703,K01236,K00700
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00004	14.29	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00615	K01807,K01810,K13937,K01783,K00033,K00616
ERZ8153470.8-NODE-8-length-192555-cov-12.276894	M00846	14.29	Siroheme biosynthesis, glutamate => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02302	K01698,K02492,K01749,K01719,K01845,K01885
